WARNING: $PATH does not agree with $PATH_modshare counter. The following directories' usage counters were adjusted to match. Note that this may mean that module unloading may not work correctly.
 /opt/slurm/bin /hpc/eb/compilerwrappers/linkers /sw/arch/Debian10/EB_production/2020/software/Miniconda3/4.7.12.1 /sw/arch/Debian10/EB_production/2020/software/Miniconda3/4.7.12.1/bin /opt/slurm/sbin /hpc/eb/compilerwrappers/compilers
L_rec: 53.38701629638672, L_reg: 31.29601287841797, bpd: 0.15583135187625885
L_rec: 49.45170593261719, L_reg: 31.398591995239258, bpd: 0.14877846837043762
L_rec: 50.53374481201172, L_reg: 32.456634521484375, bpd: 0.15271657705307007
L_rec: 47.09130859375, L_reg: 31.305068969726562, bpd: 0.14426283538341522
L_rec: 51.644405364990234, L_reg: 30.922931671142578, bpd: 0.15193811058998108
L_rec: 52.8802490234375, L_reg: 31.146060943603516, bpd: 0.154622882604599
epoch = 44, loss = 0.16220926083624362
L_rec: 46.71866989135742, L_reg: 30.852291107177734, bpd: 0.14274391531944275
L_rec: 50.6825065612793, L_reg: 31.26950454711914, bpd: 0.15080583095550537
L_rec: 48.53839111328125, L_reg: 31.388996124267578, bpd: 0.14708015322685242
L_rec: 53.690616607666016, L_reg: 32.25429916381836, bpd: 0.1581534445285797
L_rec: 50.705772399902344, L_reg: 31.48721694946289, bpd: 0.1512492448091507
L_rec: 52.80511474609375, L_reg: 31.586181640625, bpd: 0.1552945077419281
L_rec: 48.818267822265625, L_reg: 31.034345626831055, bpd: 0.14694257080554962
epoch = 45, loss = 0.16171410195529462
L_rec: 47.44476318359375, L_reg: 31.328805923461914, bpd: 0.14495691657066345
L_rec: 49.26919937133789, L_reg: 31.07068634033203, bpd: 0.14783921837806702
L_rec: 51.53693389892578, L_reg: 31.418865203857422, bpd: 0.15265294909477234
L_rec: 46.481590270996094, L_reg: 30.51143455505371, bpd: 0.14168041944503784
L_rec: 46.751434326171875, L_reg: 31.81241226196289, bpd: 0.14457100629806519
L_rec: 50.822750091552734, L_reg: 32.22949981689453, bpd: 0.15283043682575226
L_rec: 49.95557403564453, L_reg: 31.218982696533203, bpd: 0.14937515556812286
epoch = 46, loss = 0.16135285124182702
L_rec: 45.8414306640625, L_reg: 30.892616271972656, bpd: 0.1412038654088974
L_rec: 48.240562438964844, L_reg: 30.729957580566406, bpd: 0.14531934261322021
L_rec: 49.731689453125, L_reg: 31.57705307006836, bpd: 0.1496220827102661
L_rec: 50.0634765625, L_reg: 30.779251098632812, bpd: 0.14876455068588257
L_rec: 50.29541015625, L_reg: 30.92057991027832, bpd: 0.14945140480995178
L_rec: 48.014678955078125, L_reg: 30.48348617553711, bpd: 0.1444501280784607
L_rec: 50.05029296875, L_reg: 31.136981964111328, bpd: 0.1493985652923584
epoch = 47, loss = 0.1613185577094555
L_rec: 49.63379669189453, L_reg: 31.738019943237305, bpd: 0.1497381627559662
L_rec: 49.032310485839844, L_reg: 31.595008850097656, bpd: 0.14836814999580383
L_rec: 47.54753875732422, L_reg: 31.3360595703125, bpd: 0.14515940845012665
L_rec: 49.80088424682617, L_reg: 30.773900985717773, bpd: 0.14827147126197815
L_rec: 53.65488052368164, L_reg: 31.754541397094727, bpd: 0.15716804563999176
L_rec: 51.285438537597656, L_reg: 32.19330596923828, bpd: 0.15361525118350983
L_rec: 52.316925048828125, L_reg: 31.002593994140625, bpd: 0.1533222645521164
epoch = 48, loss = 0.1613570861518383
L_rec: 50.14515686035156, L_reg: 31.372220993041992, bpd: 0.1500060260295868
L_rec: 48.813018798828125, L_reg: 31.23594856262207, bpd: 0.14730387926101685
L_rec: 45.98921203613281, L_reg: 29.708255767822266, bpd: 0.13929638266563416
L_rec: 48.61982727050781, L_reg: 31.481552124023438, bpd: 0.14740031957626343
L_rec: 49.01976013183594, L_reg: 30.894054412841797, bpd: 0.14705517888069153
L_rec: 48.41581344604492, L_reg: 31.221460342407227, bpd: 0.14654628932476044
L_rec: 50.35626983642578, L_reg: 32.75428771972656, bpd: 0.15293774008750916
epoch = 49, loss = 0.16136631071567537
L_rec: 49.96058654785156, L_reg: 30.741783142089844, bpd: 0.1485062539577484
L_rec: 48.672508239746094, L_reg: 31.902442932128906, bpd: 0.14827178418636322
L_rec: 50.10960006713867, L_reg: 30.511098861694336, bpd: 0.14835596084594727
L_rec: 49.766624450683594, L_reg: 29.78848648071289, bpd: 0.14639510214328766
L_rec: 46.241477966308594, L_reg: 31.29824447631836, bpd: 0.14268642663955688
L_rec: 47.140098571777344, L_reg: 31.33440399169922, bpd: 0.14440660178661346
L_rec: 49.80133819580078, L_reg: 30.609676361083984, bpd: 0.14797011017799377
epoch = 50, loss = 0.161451281234622
L_rec: 47.89479064941406, L_reg: 30.572885513305664, bpd: 0.14439404010772705
L_rec: 48.29755783081055, L_reg: 31.54039764404297, bpd: 0.14691558480262756
L_rec: 48.67231750488281, L_reg: 31.678205490112305, bpd: 0.14785879850387573
L_rec: 47.93505096435547, L_reg: 31.038732528686523, bpd: 0.14532536268234253
L_rec: 47.80963897705078, L_reg: 30.90955924987793, bpd: 0.14485687017440796
L_rec: 48.769927978515625, L_reg: 30.767757415771484, bpd: 0.1463630348443985
L_rec: 48.9871711730957, L_reg: 31.968040466308594, bpd: 0.1489715278148651
epoch = 51, loss = 0.1613103736191988
L_rec: 47.46102523803711, L_reg: 31.84700584411621, bpd: 0.14594042301177979
L_rec: 49.07008361816406, L_reg: 32.39208221435547, bpd: 0.14990441501140594
L_rec: 47.828495025634766, L_reg: 30.83302116394043, bpd: 0.14475074410438538
L_rec: 49.3655891418457, L_reg: 31.317773818969727, bpd: 0.14847129583358765
L_rec: 49.868568420410156, L_reg: 31.11139678955078, bpd: 0.1490170657634735
L_rec: 47.60741424560547, L_reg: 30.717422485351562, bpd: 0.14413118362426758
L_rec: 50.17113494873047, L_reg: 31.976821899414062, bpd: 0.1511663794517517
epoch = 52, loss = 0.16144239977002145
L_rec: 45.388282775878906, L_reg: 30.53848648071289, bpd: 0.13971832394599915
L_rec: 49.166900634765625, L_reg: 31.375850677490234, bpd: 0.1482125222682953
L_rec: 48.6319465637207, L_reg: 31.04521942138672, bpd: 0.14661970734596252
L_rec: 52.992618560791016, L_reg: 31.825952529907227, bpd: 0.15608076751232147
L_rec: 49.76572799682617, L_reg: 31.40179443359375, bpd: 0.1493622064590454
L_rec: 50.127750396728516, L_reg: 32.25535583496094, bpd: 0.15159910917282104
L_rec: 52.18193817138672, L_reg: 31.111595153808594, bpd: 0.15327444672584534
epoch = 53, loss = 0.1610833950340748
L_rec: 47.492637634277344, L_reg: 31.593441009521484, bpd: 0.14553199708461761
L_rec: 47.051544189453125, L_reg: 30.59088134765625, bpd: 0.14287543296813965
L_rec: 48.56138610839844, L_reg: 31.966379165649414, bpd: 0.14818495512008667
L_rec: 44.99957275390625, L_reg: 29.8759765625, bpd: 0.13778391480445862
L_rec: 48.98040771484375, L_reg: 30.889694213867188, bpd: 0.14697474241256714
L_rec: 48.967769622802734, L_reg: 31.618728637695312, bpd: 0.14829303324222565
L_rec: 47.932796478271484, L_reg: 30.622028350830078, bpd: 0.14455440640449524
epoch = 54, loss = 0.1609791364520788
L_rec: 48.96934509277344, L_reg: 30.959278106689453, bpd: 0.14708241820335388
L_rec: 50.228050231933594, L_reg: 30.618656158447266, bpd: 0.14877186715602875
L_rec: 47.217315673828125, L_reg: 31.59512710571289, bpd: 0.1450284719467163
L_rec: 49.340553283691406, L_reg: 30.847118377685547, bpd: 0.14755910634994507
L_rec: 50.262054443359375, L_reg: 31.56737518310547, bpd: 0.1505802422761917
L_rec: 50.56114959716797, L_reg: 32.77980422973633, bpd: 0.1533617079257965
L_rec: 46.037261962890625, L_reg: 31.545547485351562, bpd: 0.14276573061943054
epoch = 55, loss = 0.16122775748372078
L_rec: 46.330379486083984, L_reg: 31.075077056884766, bpd: 0.1424393653869629
L_rec: 48.039127349853516, L_reg: 31.369556427001953, bpd: 0.1461256593465805
L_rec: 47.00727844238281, L_reg: 31.3028564453125, bpd: 0.14410413801670074
L_rec: 48.12269592285156, L_reg: 31.454429626464844, bpd: 0.14643561840057373
L_rec: 47.26221466064453, L_reg: 30.959943771362305, bpd: 0.1439422369003296
L_rec: 46.242897033691406, L_reg: 30.421424865722656, bpd: 0.14107555150985718
L_rec: 46.474971771240234, L_reg: 30.29281234741211, bpd: 0.14126594364643097
epoch = 56, loss = 0.1606358777731657
L_rec: 45.790855407714844, L_reg: 30.753873825073242, bpd: 0.14085547626018524
L_rec: 48.98223114013672, L_reg: 31.807052612304688, bpd: 0.14866620302200317
L_rec: 51.518638610839844, L_reg: 30.555614471435547, bpd: 0.1510307639837265
L_rec: 47.53258514404297, L_reg: 31.792200088500977, bpd: 0.14597126841545105
L_rec: 50.01979446411133, L_reg: 31.536359786987305, bpd: 0.15007737278938293
L_rec: 50.519142150878906, L_reg: 31.98320770263672, bpd: 0.15181852877140045
L_rec: 49.40291976928711, L_reg: 31.392349243164062, bpd: 0.14867721498012543
epoch = 57, loss = 0.16103719137609004
L_rec: 49.63569641113281, L_reg: 31.500869750976562, bpd: 0.14930525422096252
L_rec: 47.440757751464844, L_reg: 31.927974700927734, bpd: 0.14605212211608887
L_rec: 46.16352844238281, L_reg: 31.721115112304688, bpd: 0.14332115650177002
L_rec: 48.474815368652344, L_reg: 30.753427505493164, bpd: 0.145793616771698
L_rec: 50.19495391845703, L_reg: 32.38676834106445, bpd: 0.15196460485458374
L_rec: 49.369659423828125, L_reg: 32.315284729003906, bpd: 0.1503143608570099
L_rec: 47.033668518066406, L_reg: 30.57996940612793, bpd: 0.14282245934009552
epoch = 58, loss = 0.16113974750041962
L_rec: 48.29170608520508, L_reg: 31.359424591064453, bpd: 0.1465717852115631
L_rec: 49.63386535644531, L_reg: 31.929004669189453, bpd: 0.15008972585201263
L_rec: 47.42378234863281, L_reg: 31.09377670288086, bpd: 0.14448583126068115
L_rec: 49.925743103027344, L_reg: 30.879661560058594, bpd: 0.14869585633277893
L_rec: 46.631107330322266, L_reg: 30.96708869934082, bpd: 0.14279404282569885
L_rec: 50.24232482910156, L_reg: 30.388057708740234, bpd: 0.1483737826347351
L_rec: 48.90435791015625, L_reg: 32.32414627075195, bpd: 0.14947444200515747
epoch = 59, loss = 0.16076531670987607
L_rec: 50.267791748046875, L_reg: 31.310810089111328, bpd: 0.15011867880821228
L_rec: 50.30554962158203, L_reg: 31.886249542236328, bpd: 0.1512470543384552
L_rec: 46.66339111328125, L_reg: 31.478961944580078, bpd: 0.14379540085792542
L_rec: 49.73191452026367, L_reg: 31.90266227722168, bpd: 0.15022167563438416
L_rec: 49.558258056640625, L_reg: 30.843551635742188, bpd: 0.14795316755771637
L_rec: 53.18195724487305, L_reg: 31.7805233001709, bpd: 0.15634557604789734
L_rec: 51.95763397216797, L_reg: 32.36116027832031, bpd: 0.15516109764575958
epoch = 60, loss = 0.16086793541908265
L_rec: 48.59992980957031, L_reg: 31.052906036376953, bpd: 0.146574929356575
L_rec: 46.43566131591797, L_reg: 30.741382598876953, bpd: 0.14201906323432922
L_rec: 47.480018615722656, L_reg: 30.7457275390625, bpd: 0.14394882321357727
L_rec: 48.33722686767578, L_reg: 31.42003631591797, bpd: 0.14676709473133087
L_rec: 47.568939208984375, L_reg: 31.866294860839844, bpd: 0.14617449045181274
L_rec: 51.16851043701172, L_reg: 31.97699737548828, bpd: 0.1530020534992218
L_rec: 50.0636100769043, L_reg: 31.71867561340332, bpd: 0.15049348771572113
epoch = 61, loss = 0.16063196174800395
L_rec: 45.86909103393555, L_reg: 31.28432846069336, bpd: 0.14197558164596558
L_rec: 49.21837615966797, L_reg: 31.149585723876953, bpd: 0.14789089560508728
L_rec: 45.50341033935547, L_reg: 30.541969299316406, bpd: 0.13993659615516663
L_rec: 50.53165054321289, L_reg: 31.25958251953125, bpd: 0.15050995349884033
L_rec: 50.46274948120117, L_reg: 31.783405303955078, bpd: 0.1513471007347107
L_rec: 50.071136474609375, L_reg: 31.342487335205078, bpd: 0.14981508255004883
L_rec: 49.96038818359375, L_reg: 31.636707305908203, bpd: 0.15015271306037903
epoch = 62, loss = 0.1609295755624771
L_rec: 46.92644500732422, L_reg: 31.114545822143555, bpd: 0.14360886812210083
L_rec: 48.347984313964844, L_reg: 30.417247772216797, bpd: 0.14494158327579498
L_rec: 47.346153259277344, L_reg: 32.549503326416016, bpd: 0.14702177047729492
L_rec: 51.21030044555664, L_reg: 33.386260986328125, bpd: 0.15567223727703094
L_rec: 50.22976303100586, L_reg: 31.06495475769043, bpd: 0.14959627389907837
L_rec: 47.06122589111328, L_reg: 30.855485916137695, bpd: 0.14338016510009766
L_rec: 49.22693634033203, L_reg: 31.821531295776367, bpd: 0.14914312958717346
epoch = 63, loss = 0.1606821697205305
L_rec: 49.63407516479492, L_reg: 31.476821899414062, bpd: 0.14925801753997803
L_rec: 47.73624038696289, L_reg: 32.234676361083984, bpd: 0.14716026186943054
L_rec: 52.12517547607422, L_reg: 31.74124526977539, bpd: 0.15432867407798767
L_rec: 48.59992599487305, L_reg: 31.397449493408203, bpd: 0.14720894396305084
L_rec: 51.181846618652344, L_reg: 31.49271583557129, bpd: 0.15213543176651
L_rec: 46.85490036010742, L_reg: 31.665449142456055, bpd: 0.14449095726013184
L_rec: 48.37815856933594, L_reg: 31.080177307128906, bpd: 0.14621701836585999
epoch = 64, loss = 0.16081078872084617
L_rec: 48.72917175292969, L_reg: 31.42621612548828, bpd: 0.1474997103214264
L_rec: 48.22608184814453, L_reg: 31.371681213378906, bpd: 0.14647358655929565
L_rec: 52.839752197265625, L_reg: 32.56793975830078, bpd: 0.15716485679149628
L_rec: 48.45061492919922, L_reg: 30.71454429626465, bpd: 0.14567753672599792
L_rec: 47.75910568237305, L_reg: 31.513362884521484, bpd: 0.1458750069141388
L_rec: 49.17908477783203, L_reg: 31.46377944946289, bpd: 0.14839676022529602
L_rec: 46.52088165283203, L_reg: 31.751461029052734, bpd: 0.14403457939624786
epoch = 65, loss = 0.1605348389595747
L_rec: 48.40929412841797, L_reg: 31.870994567871094, bpd: 0.1477295607328415
L_rec: 46.748817443847656, L_reg: 30.78799057006836, bpd: 0.1426810622215271
L_rec: 46.60466003417969, L_reg: 32.17921447753906, bpd: 0.14497588574886322
L_rec: 48.8388671875, L_reg: 31.95553207397461, bpd: 0.1486756056547165
L_rec: 47.42030715942383, L_reg: 31.185354232788086, bpd: 0.14464795589447021
L_rec: 46.982154846191406, L_reg: 31.52046775817871, bpd: 0.1444583386182785
L_rec: 47.85447692871094, L_reg: 31.78143882751465, bpd: 0.14654380083084106
epoch = 66, loss = 0.16090141721069812
L_rec: 47.259422302246094, L_reg: 31.971220016479492, bpd: 0.14579802751541138
L_rec: 48.60301208496094, L_reg: 30.589149475097656, bpd: 0.1457272171974182
L_rec: 46.57213592529297, L_reg: 31.2845401763916, bpd: 0.14326968789100647
L_rec: 47.84829330444336, L_reg: 31.31770896911621, bpd: 0.1456790715456009
L_rec: 47.99271774291992, L_reg: 32.084564208984375, bpd: 0.14735597372055054
L_rec: 48.836265563964844, L_reg: 32.352840423583984, bpd: 0.1494019329547882
L_rec: 48.88572311401367, L_reg: 31.655292510986328, bpd: 0.1482093334197998
epoch = 67, loss = 0.1603010840713978
L_rec: 46.330711364746094, L_reg: 31.15100860595703, bpd: 0.14257970452308655
L_rec: 46.13433074951172, L_reg: 31.366119384765625, bpd: 0.14261415600776672
L_rec: 50.579795837402344, L_reg: 31.668865203857422, bpd: 0.1513516902923584
L_rec: 48.34574890136719, L_reg: 31.428171157836914, bpd: 0.14679774641990662
L_rec: 48.191001892089844, L_reg: 31.190074920654297, bpd: 0.14607486128807068
L_rec: 46.77716827392578, L_reg: 32.07532501220703, bpd: 0.14510217308998108
L_rec: 47.29350280761719, L_reg: 31.47366714477539, bpd: 0.1449451595544815
epoch = 68, loss = 0.16069571897387505
L_rec: 46.35293960571289, L_reg: 30.97573471069336, bpd: 0.14229807257652283
L_rec: 45.44058609008789, L_reg: 31.77146339416504, bpd: 0.14208346605300903
L_rec: 52.14961242675781, L_reg: 31.722244262695312, bpd: 0.15433865785598755
L_rec: 47.83705139160156, L_reg: 31.13190460205078, bpd: 0.1453164666891098
L_rec: 50.57634735107422, L_reg: 31.877212524414062, bpd: 0.15172874927520752
L_rec: 51.20635223388672, L_reg: 31.719017028808594, bpd: 0.15259696543216705
L_rec: 46.445960998535156, L_reg: 31.41863250732422, bpd: 0.14328426122665405
epoch = 69, loss = 0.16026391722261907
L_rec: 49.58351516723633, L_reg: 31.27330780029297, bpd: 0.14879047870635986
L_rec: 48.86659240722656, L_reg: 31.663982391357422, bpd: 0.14819011092185974
L_rec: 47.3343505859375, L_reg: 32.165992736816406, bpd: 0.14629432559013367
L_rec: 45.36196517944336, L_reg: 31.235212326049805, bpd: 0.1409519910812378
L_rec: 48.80006790161133, L_reg: 31.287242889404297, bpd: 0.1473744511604309
L_rec: 50.88314437866211, L_reg: 32.32871627807617, bpd: 0.1531241536140442
L_rec: 45.90650177001953, L_reg: 30.752227783203125, bpd: 0.14106526970863342
epoch = 70, loss = 0.16055546663701534
L_rec: 44.029788970947266, L_reg: 31.258460998535156, bpd: 0.13854333758354187
L_rec: 47.002952575683594, L_reg: 32.04997253417969, bpd: 0.1454709768295288
L_rec: 47.86332702636719, L_reg: 31.131174087524414, bpd: 0.1453634798526764
L_rec: 49.2036018371582, L_reg: 31.697635650634766, bpd: 0.14887221157550812
L_rec: 47.63539123535156, L_reg: 31.862293243408203, bpd: 0.1462894231081009
L_rec: 44.69961929321289, L_reg: 32.31534957885742, bpd: 0.14172080159187317
L_rec: 50.123695373535156, L_reg: 31.791627883911133, bpd: 0.15073829889297485
epoch = 71, loss = 0.16055176556110382
L_rec: 45.81917953491211, L_reg: 32.03618621826172, bpd: 0.14326727390289307
L_rec: 49.33765411376953, L_reg: 31.162960052490234, bpd: 0.1481349766254425
L_rec: 47.48554229736328, L_reg: 32.09447479248047, bpd: 0.14644092321395874
L_rec: 49.993255615234375, L_reg: 32.047542572021484, bpd: 0.15096919238567352
L_rec: 47.783172607421875, L_reg: 30.914913177490234, bpd: 0.1448180377483368
L_rec: 46.45735168457031, L_reg: 31.844104766845703, bpd: 0.14408817887306213
L_rec: 46.00831604003906, L_reg: 32.13489532470703, bpd: 0.14379695057868958
epoch = 72, loss = 0.16046663485467433
L_rec: 45.13026428222656, L_reg: 32.22389221191406, bpd: 0.14234498143196106
L_rec: 49.236427307128906, L_reg: 31.73486328125, bpd: 0.1490011215209961
L_rec: 45.35014343261719, L_reg: 31.733640670776367, bpd: 0.1418474316596985
L_rec: 46.2886848449707, L_reg: 30.79977798461914, bpd: 0.14185604453086853
L_rec: 44.94593048095703, L_reg: 32.056495666503906, bpd: 0.1416977345943451
L_rec: 50.845619201660156, L_reg: 30.908939361572266, bpd: 0.1504424512386322
L_rec: 47.61442184448242, L_reg: 31.43936538696289, bpd: 0.14547257125377655
epoch = 73, loss = 0.16058862246572972
L_rec: 46.291969299316406, L_reg: 30.922758102416992, bpd: 0.1420883983373642
L_rec: 45.81219482421875, L_reg: 31.88062286376953, bpd: 0.14296817779541016
L_rec: 45.862300872802734, L_reg: 30.641536712646484, bpd: 0.1407802402973175
L_rec: 48.4159049987793, L_reg: 31.8445987701416, bpd: 0.14769315719604492
L_rec: 46.08924102783203, L_reg: 31.490650177001953, bpd: 0.14276035130023956
L_rec: 49.663734436035156, L_reg: 32.25703811645508, bpd: 0.1507483422756195
L_rec: 46.57972717285156, L_reg: 31.349071502685547, bpd: 0.14340242743492126
epoch = 74, loss = 0.1612028356641531
L_rec: 47.59370803833008, L_reg: 31.698688507080078, bpd: 0.14591166377067566
L_rec: 48.135536193847656, L_reg: 32.0670166015625, bpd: 0.14758649468421936
L_rec: 48.46784210205078, L_reg: 30.825881958007812, bpd: 0.14591410756111145
L_rec: 44.89386749267578, L_reg: 31.570701599121094, bpd: 0.14070796966552734
L_rec: 49.000675201416016, L_reg: 31.969961166381836, bpd: 0.1489999145269394
L_rec: 48.386287689208984, L_reg: 32.03850173950195, bpd: 0.1479954719543457
L_rec: 49.57000732421875, L_reg: 31.51195526123047, bpd: 0.1492047756910324
epoch = 75, loss = 0.1603319115936756
L_rec: 47.272003173828125, L_reg: 31.606168746948242, bpd: 0.14514940977096558
L_rec: 46.538490295410156, L_reg: 31.570783615112305, bpd: 0.14373451471328735
L_rec: 47.8137092590332, L_reg: 31.166065216064453, bpd: 0.14533638954162598
L_rec: 46.37213134765625, L_reg: 31.896238327026367, bpd: 0.14402727782726288
L_rec: 47.28004455566406, L_reg: 30.967321395874023, bpd: 0.14398862421512604
L_rec: 48.28504943847656, L_reg: 30.852739334106445, bpd: 0.14562717080116272
L_rec: 44.64434814453125, L_reg: 31.089069366455078, bpd: 0.13936251401901245
epoch = 76, loss = 0.1602051042020321
L_rec: 46.903289794921875, L_reg: 31.884550094604492, bpd: 0.1449831873178482
L_rec: 51.27804183959961, L_reg: 31.95159912109375, bpd: 0.15315687656402588
L_rec: 49.8620491027832, L_reg: 31.70269012451172, bpd: 0.1500931680202484
L_rec: 49.30741500854492, L_reg: 32.328041076660156, bpd: 0.15022329986095428
L_rec: 49.396766662597656, L_reg: 31.278118133544922, bpd: 0.1484556794166565
L_rec: 49.75666046142578, L_reg: 31.76003646850586, bpd: 0.15000474452972412
L_rec: 46.95530700683594, L_reg: 32.27710723876953, bpd: 0.14580127596855164
epoch = 77, loss = 0.16068644486367703
L_rec: 45.43878173828125, L_reg: 30.94829559326172, bpd: 0.14056536555290222
L_rec: 47.61125183105469, L_reg: 31.181838989257812, bpd: 0.144992858171463
L_rec: 48.963897705078125, L_reg: 31.381507873535156, bpd: 0.14784938097000122
L_rec: 47.28602600097656, L_reg: 31.910717010498047, bpd: 0.14573565125465393
L_rec: 45.614097595214844, L_reg: 31.657421112060547, bpd: 0.14219290018081665
L_rec: 45.358238220214844, L_reg: 32.273719787597656, bpd: 0.142856165766716
L_rec: 49.582340240478516, L_reg: 32.59146499633789, bpd: 0.15121395885944366
epoch = 78, loss = 0.16013737618923188
L_rec: 49.05658721923828, L_reg: 32.523460388183594, bpd: 0.15012133121490479
L_rec: 46.08353805541992, L_reg: 31.77142906188965, bpd: 0.14326654374599457
L_rec: 49.22539520263672, L_reg: 31.888416290283203, bpd: 0.1492633819580078
L_rec: 49.10907745361328, L_reg: 31.678312301635742, bpd: 0.1486627161502838
L_rec: 48.0050048828125, L_reg: 31.122703552246094, bpd: 0.14560860395431519
L_rec: 46.06463623046875, L_reg: 32.100006103515625, bpd: 0.1438363939523697
L_rec: 47.86827850341797, L_reg: 31.80095672607422, bpd: 0.14660511910915375
epoch = 79, loss = 0.16051514483988286
L_rec: 48.01893615722656, L_reg: 31.260765075683594, bpd: 0.1458882987499237
L_rec: 47.22319793701172, L_reg: 32.15606689453125, bpd: 0.14607152342796326
L_rec: 47.007747650146484, L_reg: 31.162052154541016, bpd: 0.14384588599205017
L_rec: 48.16914367675781, L_reg: 32.21205139160156, bpd: 0.14791524410247803
L_rec: 48.24905014038086, L_reg: 31.920461654663086, bpd: 0.14752569794654846
L_rec: 47.42411804199219, L_reg: 32.23465347290039, bpd: 0.1465858519077301
L_rec: 45.788330078125, L_reg: 31.76556396484375, bpd: 0.1427125334739685
epoch = 80, loss = 0.16009586714208127
Best epoch: 80. Load model for testing.
Done
